ENSG	RNA rpkm.human	Protein ibaq.human	RNA rpkm.chimp	Protein ibaq.chimp
ENSG00000087191	64.9139	3112473.24857258	61.5138	3926046.71819647
ENSG00000160213	59.2827	3108989.2511904	26.7857	959505.525452669
ENSG00000106105	67.44	3099185.92737605	73.6606	1704347.49323262
ENSG00000172183	39.7226	3098823.45892845	4.58291	1507717.97250462
ENSG00000204392	75.0144	3088065.83419217	78.1685	2531729.92082932
ENSG00000137076	39.389	3080978.06907809	55.4996	3230650.31927139
ENSG00000138069	54.9326	3075957.9788873	105.66	3904686.29571768
ENSG00000111144	24.2564	3075566.05203365	37.0407	3689564.19655661
ENSG00000197451	76.9411	3065023.06573189	71.3415	3134205.2323086
ENSG00000088247	67.996	3047841.43318495	58.0419	2329826.69727165
ENSG00000138413	12.1593	3047269.1481852	12.5297	2175831.69305938
ENSG00000105402	66.8176	3041166.45918946	37.6525	2322216.93657876
ENSG00000129515	23.8642	3038385.1588081	18.0783	1798918.69072827
ENSG00000213145	1.86328	3029372.13531194	6.38868	11419808.3604102
ENSG00000085662	10.7563	3027569.41437451	17.9836	4119899.44259546
ENSG00000014216	20.3531	3026974.01429553	27.0234	4209598.05626229
ENSG00000149084	1.88889	3018425.65691641	4.56195	1833924.86681698
ENSG00000160221	23.2426	2986865.24864368	26.9202	1801845.27385385
ENSG00000100764	1.46126	2984558.00183419	16.2673	3480657.67828996
ENSG00000239306	20.792	2984363.7584103	21.9157	2901099.87466614
ENSG00000170027	47.2041	2974022.16839863	82.517	3912011.90552065
ENSG00000166441	25.799	2973737.60000287	17.0861	2571821.75713479
ENSG00000101361	46.8162	2968240.08412659	45.5239	2649827.63639534
ENSG00000196305	23.0832	2958799.84270206	34.856	2729557.93433883
ENSG00000166508	57.4729	2957461.87279991	48.5395	2999374.33676844
ENSG00000242372	20.7939	2950237.32940789	21.9604	3143785.47237569
ENSG00000109475	2.33239	2943180.24256741	2.65753	4468198.33740151
ENSG00000165688	12.5395	2926564.759107	16.8396	1754031.71810516
ENSG00000172340	3.67486	2924578.33337868	5.70634	3088609.00360468
ENSG00000241553	70.1727	2923985.51753507	60.8776	3113325.69433075
ENSG00000136527	89.8984	2912186.7341792	85.2244	2589109.55554302
ENSG00000115306	41.276	2911067.37154065	19.4817	1038833.65905234
ENSG00000175166	18.7974	2909049.1858108	37.8466	3654308.41414079
ENSG00000140575	43.0637	2900531.95544471	73.0201	3426988.75308062
ENSG00000130724	84.3108	2892586.57594761	91.328	2205119.69063923
ENSG00000116649	32.6734	2879969.4580736	28.4003	2839091.383309
ENSG00000105202	170.973	2870071.12224507	151.164	2776714.14007492
ENSG00000117748	31.161	2858804.31079803	29.7387	2671814.2851895
ENSG00000173692	13.5093	2857435.61910803	28.7385	2520108.85513022
ENSG00000111530	27.2904	2849702.77173546	46.9107	2563330.48999218
ENSG00000087302	28.9513	2848893.60120213	32.8658	2612984.07337334
ENSG00000162244	20.7583	2847757.91598682	28.2925	4399909.60958513
ENSG00000197930	21.5345	2847096.08723732	43.0924	2575406.63473824
ENSG00000130638	35.1138	2846855.76139796	28.3131	973738.654834694
ENSG00000254986	10.3994	2845521.51715718	11.5829	1478207.81743835
ENSG00000115524	77.2368	2844756.25894645	93.1184	3135559.89320538
ENSG00000215301	42.0911	2834069.74412134	89.0506	3276788.92131414
ENSG00000128245	72.9906	2832721.49616122	91.435	3687904.44219618
ENSG00000137767	27.207	2830617.41118115	19.0135	1285328.77160807
ENSG00000205220	134.816	2828667.00639566	76.162	2226634.14710073
ENSG00000184432	39.0417	2807587.09876077	60.1946	2995222.56208641
ENSG00000105669	83.7542	2799386.78457201	87.2981	3284518.60171222
ENSG00000111361	26.5668	2797883.32361969	18.9755	653803.889129828
ENSG00000187514	198.225	2795844.76342025	8.21418	1222483.66793193
ENSG00000102898	25.2033	2793424.26903196	17.7933	2208943.82353218
ENSG00000177885	90.6853	2787420.46769866	95.8562	1989060.77207667
ENSG00000116062	20.8803	2785500.54097846	29.0499	2303067.94703779
ENSG00000129625	26.2581	2782497.3703349	33.608	2478700.55284014
ENSG00000114779	15.4871	2779746.01726832	6.05285	312095.086351164
ENSG00000080819	44.43	2769866.83093177	56.1291	1369338.78534108
ENSG00000183486	39.9985	2769524.94236703	12.5729	265164.169734318
ENSG00000101365	26.2579	2767114.73586238	36.4014	1467057.17958251
ENSG00000152556	13.7965	2758022.12099787	11.0179	1115691.78265394
ENSG00000113407	43.077	2756037.75754434	34.4539	1985378.51366012
ENSG00000115128	43.728	2752738.69408274	28.7679	3620336.52286483
ENSG00000196405	51.7224	2752681.93091225	60.0243	3865099.66357364
ENSG00000103966	38.3267	2751682.92013104	35.8115	1397100.7907886
ENSG00000130429	99.7965	2723309.33668801	55.7687	2687789.11185986
ENSG00000145907	14.8924	2714392.04562545	23.3019	2457248.86546919
ENSG00000141367	46.1122	2709762.91245053	66.4615	3984130.47503473
ENSG00000110880	57.8205	2709715.37597412	42.5901	1976841.69536398
ENSG00000164022	24.5585	2701398.94266518	25.021	3075216.51751072
ENSG00000180370	7.7687	2686284.78604884	17.668	1849996.84116075
ENSG00000099624	65.6976	2680924.73013672	71.2229	1609750.73669535
ENSG00000143256	91.001	2671915.84703894	77.8749	1908209.31791776
ENSG00000172757	270.085	2659768.37196047	286.498	3318992.94836641
ENSG00000011009	13.0999	2646253.80189319	14.6442	3860257.35313598
ENSG00000197943	59.3136	2645342.15095408	82.3653	2570165.22337172
ENSG00000162433	0.683631	2637940.27027289	1.43803	2672345.99407496
ENSG00000160201	4.30331	2622456.04552757	5.34227	2106963.03244361
ENSG00000139684	54.5522	2621157.43240689	45.2338	1669830.87466863
ENSG00000150768	15.9695	2615075.99707657	23.4698	2385244.43105118
ENSG00000167005	64.9499	2604395.60810362	116.204	4121713.38029534
ENSG00000196365	39.7439	2595229.49716855	30.9323	1454598.36434472
ENSG00000015479	23.2445	2594858.43285065	27.9731	2538188.71732013
ENSG00000111674	57.4368	2588214.65820182	109.314	3092523.21860496
ENSG00000143727	16.243	2583854.40542908	23.3574	2132450.77523066
ENSG00000099995	24.452	2580520.01079618	30.9911	2682891.93050942
ENSG00000084623	99.7689	2577754.27551241	121.454	2766632.4781761
ENSG00000180198	22.9323	2575765.70267344	12.6054	1977397.6606008
ENSG00000114021	14.835	2575423.54686094	16.1835	1287407.58128695
ENSG00000087365	42.4063	2575221.37908098	51.5563	2701820.57695472
ENSG00000166986	26.0114	2573662.11109875	24.6415	1967274.41867665
ENSG00000122218	36.4114	2565787.28549879	49.6525	2694315.06552348
ENSG00000161057	15.0048	2564463.02419368	18.9233	3402159.50426625
ENSG00000163902	57.1465	2557012.51313135	90.968	2667795.6711658
ENSG00000159352	20.6642	2539724.90570792	23.3721	2517877.85156391
ENSG00000164985	26.7978	2527513.77516067	15.4815	1124553.4217932
ENSG00000114480	29.0519	2513975.59805326	11.4495	948059.213211613
ENSG00000116489	9.79646	2511410.45162907	17.6246	2904713.87926066
ENSG00000112081	100.422	2510570.42218773	86.5815	3798140.12334238
ENSG00000171960	9.79883	2502463.53304252	8.11604	3269440.71580292
ENSG00000015475	20.8307	2487995.51180859	33.4751	2107478.76561605
ENSG00000092036	14.9822	2487433.16870808	18.5392	1422329.2577274
ENSG00000149100	161.852	2485323.17172194	173.85	2462330.82472133
ENSG00000090013	25.9595	2484632.56057559	19.8104	2150359.90713763
ENSG00000175220	14.3188	2484117.9175691	13.4718	2390642.07767488
ENSG00000122873	6.72774	2479072.09762881	2.87637	3105872.28490326
ENSG00000089639	23.0747	2473216.73178453	24.6895	445020.455546072
ENSG00000063244	90.0183	2468838.46997376	82.3469	1505758.32684909
ENSG00000076003	20.7909	2467712.30359348	35.7362	2445759.0612037
ENSG00000105552	24.5492	2461497.64142835	25.3944	2105658.50277257
ENSG00000111335	107.197	2460231.70583814	18.719	910408.231958776
ENSG00000142669	143.647	2453579.4607124	109.222	5106025.02325848
ENSG00000125944	90.2805	2446859.7102501	78.3939	1727070.35318648
ENSG00000167315	22.7903	2440109.39132665	36.009	2881557.90832406
ENSG00000178425	35.8923	2432227.58588127	18.6855	1488861.57776892
ENSG00000104687	19.4486	2428889.75796505	22.6673	1607746.92206707
ENSG00000108654	158.279	2425868.43947507	159.16	3385528.15084311
ENSG00000165283	50.4275	2423767.38295624	37.9332	1901873.63623102
ENSG00000108946	0.878578	2410203.09648914	3.41497	2886278.62637447
ENSG00000135316	35.5857	2404270.28147825	27.9049	1187785.98471071
ENSG00000162813	19.6863	2402334.99588881	22.7881	1493960.80365823
ENSG00000189067	123.295	2399285.96752567	147.77	1994992.3519051
ENSG00000170476	99.7615	2397164.91099093	63.6381	2125249.63030181
ENSG00000104969	18.3116	2396270.05940818	23.7996	20920405.0132401
ENSG00000100983	17.7132	2383018.64734759	18.02	1243036.58586901
ENSG00000108528	22.7775	2375562.7884496	22.7181	1623717.67628318
ENSG00000103035	47.0058	2363817.23016932	78.3399	2332606.87635426
ENSG00000175203	14.4617	2362520.20647399	25.5407	1958367.6233001
ENSG00000047849	7.39455	2349822.23388709	14.6649	2285357.25696311
ENSG00000116120	19.2408	2340963.70776485	24.207	2115859.0973118
ENSG00000131844	18.4003	2338826.31384671	15.7703	1135502.17268715
ENSG00000170248	19.2192	2338218.34335982	19.0008	2469824.6845234
ENSG00000170310	24.6143	2336768.38830308	22.7253	1422852.06801989
ENSG00000071626	75.1414	2332113.41201664	56.4625	1908785.48786724
ENSG00000108883	22.2365	2325172.98739743	33.8543	1696436.47199845
ENSG00000163541	29.7395	2324056.60459888	32.9919	3168127.61004512
ENSG00000196396	26.208	2322934.68451818	24.2914	1068686.32231699
ENSG00000232119	23.4906	2319222.79789455	20.483	1616304.11018534
ENSG00000114491	15.0095	2313434.40224784	18.4324	1768662.07006166
ENSG00000055332	22.2332	2309168.21707727	12.4092	1778726.38543623
ENSG00000127483	48.5776	2301001.21950766	43.6892	2721770.22731739
ENSG00000120705	9.72523	2300113.84260458	17.8726	2526945.05506892
ENSG00000031698	44.7247	2297527.24199953	63.0031	1472428.46067948
ENSG00000072274	84.9742	2291400.97337527	168.788	2431704.59777777
ENSG00000160211	10.6776	2285628.05565131	19.4776	2445250.87346453
ENSG00000132383	52.778	2284168.99654901	66.3967	1867185.93506368
ENSG00000198380	27.3698	2275756.80864473	23.4067	1366083.29190298
ENSG00000023228	21.2002	2273251.62223862	41.8246	2248036.39974983
ENSG00000120437	29.8154	2265721.68860353	38.6804	2351965.59488974
ENSG00000117091	381.139	2262056.35261315	196.751	1073857.21917576
ENSG00000167770	44.1418	2252917.27962967	48.311	2602109.65676824
ENSG00000183048	33.9633	2250692.77524626	29.0493	1541859.0966245
ENSG00000131378	95.5291	2241788.40555434	167.577	2007424.32978347
ENSG00000166913	90.2471	2230543.93938955	71.9374	3049889.01276598
ENSG00000170312	47.9423	2225152.03149448	35.642	2067842.53923113
ENSG00000115365	8.69805	2220797.29070527	12.9902	248562.706296569
ENSG00000131051	28.5962	2219949.16781826	26.2487	2171624.53935749
ENSG00000100519	6.16084	2219673.77921587	3.76835	3530763.02476772
ENSG00000123349	100.311	2210342.65514026	56.3047	1081544.77403976
ENSG00000120948	45.6619	2210307.02166255	40.8161	940637.908131539
ENSG00000100347	21.1163	2203525.29257517	29.9871	2032488.93078068
ENSG00000126698	2.49375	2201075.36844636	2.17111	1815933.37182659
ENSG00000197756	139.874	2197081.38850486	115.151	1440994.47356404
ENSG00000115875	64.3366	2196883.26770534	58.3384	2074466.0529845
ENSG00000160710	96.9542	2190290.26383403	72.2652	1453879.55981844
ENSG00000114573	25.2099	2188576.10959593	27.1479	1224351.45205276
ENSG00000103018	58.5421	2183397.05671061	54.4856	1729090.03633318
ENSG00000106554	4.0868	2180093.16236964	0.635819	1593249.41671942
ENSG00000133789	44.1572	2161918.19209685	36.2196	2015438.33355967
ENSG00000105819	48.6449	2156565.28653149	46.6951	1355641.21037059
ENSG00000156976	1.68179	2155768.770803	2.96386	1976793.64402709
ENSG00000101421	62.4292	2150432.37734067	49.9736	2560830.49643448
ENSG00000180879	52.9411	2140997.06758481	29.6708	660800.749226994
ENSG00000142230	51.4805	2139217.5469357	48.2802	1442564.8736528
ENSG00000135046	4.85263	2136555.44311138	0.223911	200047.300526192
ENSG00000138768	29.3388	2134309.93371636	45.1874	2371711.58784172
ENSG00000108010	17.8731	2132012.1582804	16.324	1717794.48528605
ENSG00000115806	25.3761	2131328.79695094	33.2	1740335.14602423
ENSG00000114353	108.441	2126667.30564054	99.0306	4437737.00655871
ENSG00000100201	96.2235	2121993.92488666	95.217	2333991.9586944
ENSG00000129128	42.3902	2120718.79060662	40.8546	3071192.89182506
ENSG00000053372	8.18096	2113722.49410603	9.06006	1437114.2824538
ENSG00000082153	4.98351	2106433.73355951	34.0979	3320292.34800858
ENSG00000183431	16.7889	2099574.91307066	25.1152	2225583.54378827
ENSG00000079950	35.0671	2098759.82496621	16.2239	849086.255346719
ENSG00000169032	14.0057	2098715.13550912	17.9174	1737409.80687231
ENSG00000130755	92.8361	2097831.35665074	87.9277	1167420.38519557
ENSG00000099942	28.6738	2094982.4020008	36.9968	2061425.2075943
ENSG00000147677	136.732	2094533.4737329	101.515	1993905.57351899
ENSG00000114209	19.914	2082992.86507705	25.3413	2459147.31389133
ENSG00000108774	25.1063	2072372.61920285	35.4757	2061471.49794999
ENSG00000106399	18.5711	2070455.56209482	12.6995	1522068.67488202
ENSG00000177889	50.3302	2059417.68780301	27.6956	1017912.95327374
ENSG00000164163	2.58745	2050978.98433597	4.33018	1319654.1483677
ENSG00000128340	89.5665	2048444.4086597	83.0502	1908385.55899818
ENSG00000108829	13.5084	2046500.79153799	24.308	1985136.1063581
ENSG00000128951	48.2989	2041393.91911049	21.2263	147639.08049966
ENSG00000147853	24.8306	2034960.03137584	40.462	4127393.31650938
ENSG00000138777	12.9065	2033061.30005339	14.3528	1195471.74581815
ENSG00000067955	48.1566	2028638.43317708	30.0905	469375.859084161
ENSG00000116171	20.2863	2028084.54018115	15.1853	1246777.93404009
ENSG00000118939	24.0185	2027044.36725532	27.2971	2503913.53903824
ENSG00000142937	885.279	2022922.838889	6.4734	3545998.80431275
ENSG00000169223	56.5763	2010999.44457639	48.8113	1814934.82474606
ENSG00000171490	173.413	2005521.79002914	158.309	2261046.81975407
ENSG00000167699	22.9013	2002314.19051319	35.4653	2424302.16535157
ENSG00000142634	49.8337	1999832.0315013	74.3526	3251968.13332895
ENSG00000106263	49.6143	1995195.19863236	57.5436	2276921.65995025
ENSG00000126247	236.751	1993058.27005189	244.93	2323190.47449497
ENSG00000134108	13.5534	1992439.35230901	20.7763	2223850.4717777
ENSG00000172053	42.1056	1992050.21678098	42.8754	1643836.59147642
ENSG00000101109	22.5829	1991829.28096159	27.7608	1451640.79221689
ENSG00000167969	32.1883	1990226.30452672	12.0266	373809.642842217
ENSG00000161513	13.7377	1986145.27112002	20.2671	1913340.23078168
ENSG00000114354	74.6993	1985040.96994047	62.9311	1604218.1497581
ENSG00000172009	24.9518	1971060.80888558	30.2592	1052371.49846121
ENSG00000142453	23.1761	1958963.37203083	37.1629	1741296.89358386
ENSG00000168924	11.2748	1954254.00890964	13.8788	2119791.17759703
ENSG00000136518	19.2916	1952221.22593984	18.9793	1770903.21869946
ENSG00000119912	7.38723	1951753.44131686	8.94203	1624415.50995208
ENSG00000168393	24.5962	1951351.24435349	39.5275	4016888.17665109
ENSG00000069329	52.8787	1947708.15556413	70.2396	1508635.61963167
ENSG00000092531	62.8776	1944042.2319289	56.794	1398965.92727216
ENSG00000133706	18.9312	1942383.21862966	24.2257	1643025.40338481
ENSG00000101843	30.0792	1941982.61199984	26.7884	1280561.62443316
ENSG00000132780	61.0659	1940658.2133327	49.6447	1580412.86452202
ENSG00000122705	86.1654	1940631.11946911	87.9564	2260200.06233815
ENSG00000131171	132.238	1939629.44618198	93.9436	1355194.87168994
ENSG00000112118	40.3251	1934455.67919248	41.2265	2373574.1564254
ENSG00000120992	3.8774	1934134.88394863	4.6238	1315007.42598127
ENSG00000115685	34.643	1932403.67466538	38.3239	2932868.13158847
ENSG00000105607	13.534	1931492.29081813	17.7387	1777978.22832971
ENSG00000085719	19.406	1931176.52816164	21.2919	1176420.00301334
ENSG00000108064	42.3991	1930531.86633662	40.084	1170529.79130919
ENSG00000130021	26.3777	1929369.86302282	24.1813	1453690.6038525
ENSG00000121774	129.783	1927425.98728326	117.022	2517514.04640013
ENSG00000165416	8.41148	1923864.73803236	8.98411	2058287.95769263
ENSG00000169710	20.3042	1921270.57578576	27.5566	1211448.36469247
ENSG00000110711	61.635	1920041.27483391	51.4659	852998.453619568
ENSG00000075856	17.0375	1915585.97618973	14.6865	1124787.8034664
ENSG00000122122	80.1314	1914254.41683879	90.042	1485578.12308421
ENSG00000177646	10.4468	1914096.91708425	10.1917	1109628.83508695
ENSG00000161203	33.9417	1913444.41486885	39.8186	1879788.298312
ENSG00000111605	37.9766	1913402.31022104	36.8411	2120852.68763345
ENSG00000113068	10.0466	1910228.72605678	10.2334	1301995.88255252
ENSG00000099246	19.8332	1907753.13141379	24.8421	1312415.50082872
ENSG00000021355	23.1808	1907301.94847514	120.68	4442188.6795536
ENSG00000122565	28.252	1906990.89065617	13.5126	1078902.08337363
ENSG00000134516	25.7619	1906044.53986105	23.5918	1636155.78780843
ENSG00000099817	77.2361	1902741.10299253	100.782	1471204.83438487
ENSG00000135842	6.02309	1899595.04406072	20.7599	1941238.71975931
ENSG00000179950	22.6409	1895988.31418819	26.2193	1901244.91126321
ENSG00000198900	30.1281	1893320.71070961	41.4987	1651122.59591715
ENSG00000086061	17.3664	1891797.87496349	20.8514	1900727.48488608
ENSG00000162517	0.547077	1891153.55854137	1.10158	1050204.19984343
ENSG00000111481	39.1265	1890026.91457313	36.842	2434193.67906589
ENSG00000086598	83.6009	1886780.12129558	29.2319	1620631.88125714
ENSG00000198130	15.0915	1880249.70386363	5.88304	392327.901449311
ENSG00000142541	7.24796	1879356.5916692	5.56784	2694652.26762385
ENSG00000136143	7.80398	1874463.31462627	11.7326	1708786.06442852
ENSG00000128708	16.2541	1873405.81926033	20.345	2223275.03983274
ENSG00000097021	16.2911	1872554.24667718	7.60317	601373.367349956
ENSG00000128059	5.21194	1870888.31470097	9.33722	944335.261934681
ENSG00000120053	26.9515	1868233.85626338	21.5295	1037624.3432134
ENSG00000148908	112.292	1865070.56633065	25.0462	447589.971953848
ENSG00000174547	26.8964	1863376.38328096	24.9726	2066676.48284226
ENSG00000104738	27.0967	1862412.16081782	40.0899	1837682.1296079
ENSG00000106244	3.24015	1861975.55846154	8.43709	3244228.24156539
ENSG00000169299	11.8647	1861557.83595336	27.8504	1689202.25343313
ENSG00000069345	41.9915	1857029.88429138	53.8171	1877076.19854139
ENSG00000120694	33.738	1855998.9158958	44.5347	1439335.11765614
ENSG00000139726	7.96016	1851821.51334686	8.91472	809384.006604347
ENSG00000130706	30.3096	1849496.87985368	34.0301	1899317.49766061
ENSG00000185651	25.6805	1848412.59007695	14.4001	1483069.59520621
ENSG00000179262	67.424	1846498.40232194	62.4974	1437263.51066633
ENSG00000072501	14.299	1846218.00517645	17.6034	1340796.84580352
ENSG00000048740	17.7933	1845052.97088946	30.6414	1421987.51866501
ENSG00000100889	39.1875	1840862.78193131	24.3279	825424.980422661
ENSG00000092201	8.48745	1840262.49735377	12.1633	2018452.34051358
ENSG00000164062	17.3047	1839639.21585429	14.382	825583.179776381
ENSG00000198898	21.4688	1839263.80526413	25.6365	1990627.03343568
ENSG00000214078	33.6713	1838274.02397519	22.6221	1523394.66025291
